,Date,Close
989,2018-09-16,6497.3663
990,2018-09-17,6251.16
991,2018-09-18,6334.1963
992,2018-09-19,6388.9788
993,2018-09-20,6491.64
994,2018-09-21,6753.18
995,2018-09-22,6712.1675
996,2018-09-23,6701.2975
997,2018-09-24,6581.51
998,2018-09-25,6434.6488
999,2018-09-26,6458.6525
1000,2018-09-27,6684.1313
1001,2018-09-28,6621.665
1002,2018-09-29,6583.7713
1003,2018-09-30,6606.085
1004,2018-10-01,6578.7938
1005,2018-10-02,6506.6575
1006,2018-10-03,6470.7138
1007,2018-10-04,6555.875
1008,2018-10-05,6589.4038
1009,2018-10-06,6563.425
1010,2018-10-07,6582.4013
1011,2018-10-08,6622.4013
1012,2018-10-09,6606.8825
1013,2018-10-10,6550.7313
1014,2018-10-11,6177.2338
1015,2018-10-12,6211.6688
1016,2018-10-13,6227.51
1017,2018-10-14,6222.215
1018,2018-10-15,6513.3838
1019,2018-10-16,6531.3625
1020,2018-10-17,6514.6413
1021,2018-10-18,6450.785
1022,2018-10-19,6418.8525
1023,2018-10-20,6455.485
1024,2018-10-21,6453.82
1025,2018-10-22,6448.0988
1026,2018-10-23,6434.2538
1027,2018-10-24,6450.31
1028,2018-10-25,6427.3975
1029,2018-10-26,6436.9713
1030,2018-10-27,6431.0888
1031,2018-10-28,6426.55
1032,2018-10-29,6285.2338
1033,2018-10-30,6283.5263
1034,2018-10-31,6320.4588
1035,2018-11-01,6358.4
1036,2018-11-02,6368.855
1037,2018-11-03,6346.8063
1038,2018-11-04,6439.4788
1039,2018-11-05,6420.865
1040,2018-11-06,6465.9875
1041,2018-11-07,6520.1088
1042,2018-11-08,6425.2638
1043,2018-11-09,6353.8763
1044,2018-11-10,6368.675
1045,2018-11-11,6380.815
1046,2018-11-12,6356.0238
1047,2018-11-13,6307.245
1048,2018-11-14,5681.9813
1049,2018-11-15,5620.8775
1050,2018-11-16,5548.2338
1051,2018-11-17,5536.0713
1052,2018-11-18,5582.7
1053,2018-11-19,4785.1538
1054,2018-11-20,4413.8025
1055,2018-11-21,4574.3588
1056,2018-11-22,4289.6888
1057,2018-11-23,4319.9938
1058,2018-11-24,3815.9213
1059,2018-11-25,3976.5713
1060,2018-11-26,3761.4213
1061,2018-11-27,3800.1963
1062,2018-11-28,4241.575
1063,2018-11-29,4263.875
1064,2018-11-30,3992.155
1065,2018-12-01,4165.6063
1066,2018-12-02,4116.6138
1067,2018-12-03,3855.6833
1068,2018-12-04,3929.6283
1069,2018-12-05,3722.3917
1070,2018-12-06,3466.15
1071,2018-12-07,3404.4567
1072,2018-12-08,3433.3633
1073,2018-12-09,3566.3417
1074,2018-12-10,3447.345
1075,2018-12-11,3378.115
1076,2018-12-12,3465.3367
1077,2018-12-13,3292.0883
1078,2018-12-14,3223.7633
1079,2018-12-15,3214.385
1080,2018-12-16,3229.1683
1081,2018-12-17,3540.1967
1082,2018-12-18,3703.805
1083,2018-12-19,3724.9933
1084,2018-12-20,4107.6867
1085,2018-12-21,3886.305
1086,2018-12-22,4031.895
1087,2018-12-23,3987.8817
1088,2018-12-24,4069.8067
1089,2018-12-25,3823.0583
1090,2018-12-26,3809.19
1091,2018-12-27,3632.68
1092,2018-12-28,3937.05
1093,2018-12-29,3779.7133
1094,2018-12-30,3880.9067
1095,2018-12-31,3740.5
1096,2019-01-01,3869.47
1097,2019-01-02,3941.2167
